name,label
52.25,52.25
52.26,52.26
52.27,52.27
52,52 Tourbières de couverture
53.111,53.111 Phragmitaies inondées
53.112,53.112 Phragmitaies sèches
53.113,53.113 Phagmitaies géantes
53.11,53.11 Phragmitaies
53.12,53.12 Scirpaies lacustres
53.13,53.13 Typhaies
53.141,53.141 Communautés de Sagittaires
53.142,53.142 Communautés à Rubanier négligé
53.143,53.143 Communautés à Rubanier rameux
53.144,53.144 Communautés avec Acore vrai
53.145,53.145 Communautés à Jonc fleuri
53.146,53.146 Communautés d'Oenanthe aquatica et de Rorippa amphibia
53.147,53.147 Communautés de Prêles d'eau
53.148,53.148 Communautés de Grande Berle
53.149,53.149 Végétation à Hippuris vulgaris
53.14A,53.14A Végétation à Eleocharis palustris{53.14A}
53.14,53.14 Roselières basses
53.15,53.15 Végétation à Glyceria maxima
53.16,53.16 Végétation à Phalaris arundinacea
53.17,53.17 Végétation à Scirpes halophiles
53.1,53.1 Roselières
53.211,53.211 Cariçaies à laîche distique
53.2121,53.2121 Cariçaies à laîche aiguë
53.2122,53.2122 Cariçaies à laîche des marais
53.2123,53.2123
53.2124,53.2124
53.2125,53.2125
53.2126,53.2126
53.212,53.212 Cariçaies à laîche aiguë et communautés s'y rapportant
53.213,53.213 Cariçaies à Carex riparia
53.2141,53.2141 Cariçaies à Carex rostrata
53.2142,53.2142 Cariçaies à Carex vesicaria
53.214,53.214 Cariçaies à Carex rostrata et à Carex vesicaria
53.2151,53.2151 Cariçaies à Carex elata
53.2152,53.2152 Cariçaies à Carex cespitosa
53.215,53.215 Cariçaies à Carex elata et de Carex cespitosa
53.216,53.216 Cariçaies à Carex paniculata
53.217,53.217 Cariçaies à Carex appropinquata
53.218,53.218 Cariçaies à Carex pseudocyperus
53.2191,53.2191 Cariçaies à Carex vulpina
53.2192,53.2192 Cariçaies à Carex cuprina
53.219,53.219 Cariçaies à Carex vulpina
53.21A,53.21A Végétation à Carex buxbaumii{53.21A}
53.21,53.21 Peuplements de grandes Laîches (Magnocariçaies)
53.22,53.22
53.221,53.221
53.222,53.222
53.23,53.23
53.2,53.2 Communautés à grandes Laîches
53.31,53.31 Cladiaies des bas marais
53.32,53.32
53.33,53.33 Cladiaies riveraines
53.3,53.3 Végétation à Cladium mariscus
53.4,53.4 Bordures à Calamagrostis des eaux courantes
53.5,53.5 Jonchaies hautes
53.61,53.61 Communautés avec les Cannes de Ravenne
53.62,53.62 Peuplements de Cannes de Provence
53.6,53.6 Formations riveraines de Cannes
53,53 Végétation de ceinture des bords des eaux
54.111,54.111 Sources d'eaux douces à Bryophytes
54.112,54.112 Sources à Cardamines
54.113,54.113
54.11,54.11 Sources d'eaux douces pauvres en bases
54.121,54.121 Cônes de tufs
54.122,54.122 Sources calcaires
54.12,54.12 Sources d'eaux dures
54.1,54.1 Sources
54.21,54.21 Bas marais à Schoenus nigricans (choin noir)
54.221,54.221 Bas marais péri alpins à Schoenus ferrugineus (choin ferrugineux)
54.222,54.222
54.223,54.223
54.22,54.22 Bas marais à Schoenus ferrugineus
54.231,54.231 Bas marais à Carex davalliana floristiquement riches
54.232,54.232 Bas marais à Carex davalliana et Trichophorum cespitosum
54.23,54.23 Tourbières basses à Carex davalliana
54.24,54.24 Bas marais alcalins pyrénéens
54.251,54.251
54.252,54.252
54.253,54.253 Bas marais à Carex flava médio européens
54.254,54.254
54.255,54.255
54.256,54.256
54.25,"54.25 Bas marais à Carex dioica, C. pulicaris, C. flava"
54.26,54.26 Bas marais à Carex nigra
54.27,54.27
54.28,54.28 Bas marais à Carex frigida
54.29,54.29
54.2A,54.2A Bas marais à Eleocharis quinqueflora{54.2A}
54.2B,54.2B{54.2B}
54.2,54.2 Bas marais alcalins (tourbières basses alcalines)
54.2C,54.2C Bas marais alcalins à Carex rostrata{54.2C}
54.2D,54.2D Tourbières basses alcalines à Scirpus hudsonianus{54.2D}
54.2E,54.2E Bas marais alcalins à Trichophorum cespitosum{54.2E}
54.2F,54.2F Bas marais médio européens à Blysmus compressus{54.2F}
54.2G,54.2G Bas marais alcalins à petites herbes{54.2G}
54.2H,54.2H Bas marais alcalins dunaires à Carex trinervis{54.2H}
54.2I,54.2I Bas marais à hautes herbes{54.2I}
54.31,54.31 Gazons riverains arctico alpins à élyne fausse Laîche
54.32,54.32 Gazons riverains arctico alpins à Carex maritima
54.33,54.33 Gazons riverains arctico alpins à Typha
54.34,54.34
54.3,54.3 Gazons riverains arctico alpins
54.41,54.41 Ceintures lacustres à Eriophorum scheuchzeri
54.421,54.421 Bas marais alpins à Carex fusca
54.4221,54.4221 Bas marais acides sub atlantiques à Carex
54.4222,54.4222 Bas marais acides subatlantiques à Carex et Juncus
54.4223,54.4223 Bas marais sub atlantiques à Carex et Sphagnum
54.4224,"54.4224 Bas marais sub atlantiques à Carex, Juncus et Sphagnum"
54.422,"54.422 Bas marais sub atlantiques à Carex nigra, C. canescens et C. echinata"
54.423,54.423
54.4231,54.4231
54.4232,54.4232
54.4233,54.4233
54.424,54.424 Bas marais acides pyrénéens à Laîche noire
54.425,54.425
54.42,"54.42 Tourbières basses à Carex nigra, C. canescens et C. echinata"
54.43,54.43
54.441,54.441
54.442,54.442 Pozzines complexes corses à Carex intricata
54.443,54.443
54.44,54.44 Pozzines complexes à Carex intricata
54.451,54.451 Bas marais acides alpiens à Trichophorum cespitosum
54.452,54.452 Bas marais acides pyrénéens à Trichophorum cespitosum
54.453,54.453
54.454,54.454 Bas marais acides sub atlantiques à Trichophorum cespitosum
54.455,54.455 Bas marais acides corses à Trichophorum cespitosum
54.45,54.45 Bas marais acides à Trichophorum cespitosum
54.46,54.46 Bas marais à Eriophorum angustifolium
54.47,54.47
54.4,54.4 Bas marais acides
54.511,54.511 Pelouses de Carex lasiocarpa et Mousses brunes
54.512,54.512 Pelouses à Carex lasiocarpa et Sphaignes
54.51,54.51 Pelouses à Carex lasiocarpa
54.52,54.52 Tourbières tremblantes à Carex diandra
54.531,54.531 Tourbières tremblantes acidiclines à Carex rostrata
54.5321,54.5321 Tourbières tremblantes basiclines à Carex rostrata et Sphaignes
54.5322,54.5322 Tourbières tremblantes basiclines à Carex rostrata et Mousses brunes
54.532,54.532 Tourbières tremblantes basiclines à Carex rostrata
54.53,54.53 Tourbières tremblantes à Carex rostrata
54.541,54.541 Pelouses à Carex limosa des bourbiers et Mousses brunes
54.542,54.542 Pelouses à Carex limosa et Sphaignes
54.54,54.54 Pelouses à Carex limosa
54.55,54.55 Pelouses à Carex chordorrhiza
54.56,54.56 Pelouses à Carex heleonastes
54.57,54.57 Tourbières tremblantes à Rhynchospora
54.58,54.58 Radeaux de Sphaignes et de Linaigrettes
54.59,54.59 Radeaux à Menyanthes trifoliata et Potentilla palustris
54.5A,54.5A Tourbières à Calla{54.5A}
54.5B,54.5B Tapis de Mousses brunes{54.5B}
54.5C,54.5C Tourbières tremblantes à Eriophorum vaginatum{54.5C}
54.5D,54.5D Tourbières tremblantes à Molinia caerulea{54.5D}
54.5E,54.5E Tourbières tremblantes à Calamagrostis stricta{54.5E}
54.5F,54.5F Tourbières tremblantes à Scirpus hudsonianus{54.5F}
54.5G,54.5G{54.5G}
54.5,54.5 Tourbières de transition
54.6,54.6 Communautés à Rhynchospora alba
54,"54 Bas marais, tourbières de transition et sources"
5,5 TOURBIERES ET MARAIS
61.1111,61.1111 Eboulis à Oxyria digyna des Alpes
61.1112,61.1112 Eboulis du sud ouest des Alpes à Oxyria digyna
61.1113,61.1113 Eboulis pyrénéens à Oxyria
61.111,61.111 Eboulis à Oxyria digyna
61.112,61.112 Eboulis à Androsace alpina
61.113,61.113 Eboulis à Luzule alpine
61.114,61.114 Eboulis siliceux et froids de blocailles
61.11,61.11 Eboulis siliceux alpins
61.12,61.12 Eboulis siliceux des montagnes nordiques
61.1,61.1 Eboulis siliceux alpins et nordiques
61.21,61.21 Eboulis alpiens sur calcschistes
61.22,61.22 Eboulis alpiens à Tabouret à feuilles rondes
61.231,61.231 Eboulis à Petasites
61.2321,61.2321 Eboulis à Liondent des montagnes des Alpes centrales
61.2322,61.2322 Eboulis à Berardia
61.232,61.232 Eboulis à Liondent des montagnes
61.23,61.23 Eboulis calcaires fins
61.2,61.2 Eboulis calcaires alpiens
61.311,61.311 Eboulis à Stipa calamagrostis
61.3121,61.3121 Eboulis à Galeopsis angustifolia
61.3122,61.3122 Eboulis à Rumex scutatus
61.3123,61.3123 Eboulis calcaires à Fougères
61.312,61.312 Eboulis calcaires sub montagnards
61.313,61.313 Eboulis à Leontodon hyoseroides
61.31,61.31 Eboulis thermophiles péri alpins
61.32,61.32 Eboulis provençaux
61.33,61.33 Eboulis pyrénéo alpiens siliceux thermophiles
61.341,61.341 Eboulis calcaires fins pyrénéens
61.342,61.342 Eboulis calcaires grossiers pyrénéens
61.343,61.343 Eboulis calcaires des Pyrénées de haute altitude
61.344,61.344 Eboulis calcaires humides pyrénéens
61.345,61.345 Eboulis calcaires subalpins pyrénéens
61.34,61.34 Eboulis calcaires pyrénéens
61.351,61.351
61.352,61.352
61.353,61.353
61.354,61.354
61.355,61.355
61.35,61.35 Eboulis calcaires oro cantabriques
61.36,61.36
61.37,61.37 Eboulis ibériques à fougères
61.38,61.38
61.39,61.39
61.391,61.391
61.392,61.392
61.3A,61.3A{61.3A}
61.3B,61.3B{61.3B}
61.3,61.3 Eboulis ouest méditerranéens et éboulis thermophiles
61.4,61.4
61.41,61.41
61.411,61.411
61.412,61.412
61.413,61.413
61.414,61.414
61.415,61.415
61.42,61.42
61.6,61.6
61,61 Eboulis
62.1111,62.1111 Falaises calcaires ibéro méditerranéennes
62.1112,62.1112
62.1113,62.1113
62.1114,62.1114
62.1115,62.1115 Falaises méditerranéennes à Fougères
62.111,62.111 Falaises calcaires eu méditerranéennes occidentales
62.112,62.112
62.1121,62.1121
62.1122,62.1122
62.1123,62.1123
62.11,62.11 Falaises calcaires eu méditerranéennes occidentales et oro ibériques
62.12,62.12 Falaises calcaires des Pyrénées centrales
62.13,62.13 Falaises calcaires des Alpes ligures et des Apennins
62.14,62.14
62.151,62.151 Falaises calcaires ensoleillées des Alpes
62.152,62.152 Falaises calcaires médio européennes à Fougères
62.15,62.15 Falaises calcaires alpiennes et sub méditerranéennes
62.16,62.16
62.17,62.17
62.171,62.171
62.172,62.172
62.173,62.173
62.174,62.174
62.175,62.175
62.18,62.18
62.19,62.19
62.191,62.191
62.192,62.192
62.1A,62.1A{62.1A}
62.1B,62.1B{62.1B}
62.1,62.1 Végétation des falaises continentales calcaires
62.211,62.211 Falaises siliceuses pyrénéo alpiennes
62.212,62.212 Falaises siliceuses hercyniennes
62.213,62.213 Falaises de serpentines hercyniennes
62.21,62.21 Falaises siliceuses des montagnes médio européennes
62.22,62.22
62.221,62.221
62.222,62.222
62.23,62.23 Falaises siliceuses des Alpes sud occidentales
62.24,62.24 Falaises des montagnes cyrno sardes
62.25,62.25
62.26,62.26 Falaises siliceuses catalano languedociennes
62.27,62.27
62.28,62.28 Falaises siliceuses provenço ibériques
62.29,62.29
62.2,62.2 Végétation des falaises continentales siliceuses
62.3,62.3 Dalles rocheuses
62.41,62.41 Falaises continentales calcaires nues
62.42,62.42 Falaises continentales siliceuses nues
62.4,62.4 Falaises continentales dénudées
62.51,62.51 Falaises continentales humides méditerranéennes
62.52,62.52 Falaises continentales humides septentrionales
62.5,62.5 Falaises continentales humides
62.6,62.6
62,62 Falaises continentales et rochers exposés
63.1,63.1 Névés
63.2,63.2 Glaciers rocheux
63.3,63.3 Glaciers
63,63 Neiges et glaces éternelles
64.11,64.11 Pelouses pionnières des dunes continentales
64.12,64.12 Pelouses siliceuses des dunes intérieures
64.131,64.131
64.132,64.132 Autres landes sur dunes continentales
64.13,64.13 Landes sur dunes continentales
64.141,64.141 Peuplements de Juniperus communis sur dunes continentales
64.142,64.142 Autres fourrés sur dunes continentales
64.14,64.14 Fourrés sur dunes continentales
64.15,64.15
64.16,64.16
64.1,64.1 Dunes fluvio glaciaires
64.2,64.2
64.3,64.3 Dunes paléo côtières
64.4,64.4 Dunes fluviatiles
64.5,64.5 Dunes d'origine lacustre
64.6111,64.6111 Végétation de cannes sur dunes du Rhône
64.6112,64.6112 Autres pelouses des dunes du Rhône
64.611,64.611 Prairies dunaires du Rhône
64.612,64.612 Fourrés dunaires du Rhône
64.613,64.613 Bois de Genévriers des dunes du Rhône
64.61,64.61 Dunes riveraines du Rhône
64.62,64.62
64.6,64.6 Dunes continentales méditerranéennes
64,64 Dunes sableuses continentales
65.1,65.1
65.2,65.2 Grottes de l'Italie septentrionale et du sud est de la France avec Hydromantes italicus
65.3,65.3
65.4,65.4 Autres grottes
65,65 Grottes
66.1,66.1
66.2,66.2
66.3,66.3
66.4,66.4
66.5,66.5
66.6,66.6
66.61,66.61
66.62,66.62
66.63,66.63
66.64,66.64
66,66 Communautés des sites volcaniques
6,"6 ROCHERS CONTINENTAUX, EBOULIS ET SABLES"
81.1,81.1 Prairies sèches améliorées
81.2,81.2 Prairies humides améliorées
81,81 Prairies améliorées
82.11,82.11 Grandes cultures
82.12,82.12 Cultures et maraichage
82.1,82.1 Champs d'un seul tenant intensément cultivés
82.2,82.2 Cultures avec marges de végétation spontanée
82.3,82.3 Culture extensive
82.41,82.41 Rizières
82.42,82.42 Cressonnières
82.4,82.4 Cultures inondées
82,82 Cultures
83.111,83.111 Oliveraies traditionnelles
83.112,83.112 Oliveraies intensives
83.11,83.11 Oliveraies
83.12,83.12 Châtaigneraies
83.13,83.13 Vergers à Noyers
83.14,83.14 Vergers à Amandiers
83.151,83.151 Vergers septentrionaux
83.152,83.152 Vergers méridionaux
83.15,83.15 Vergers
83.16,83.16 Vergers à agrumes
83.17,83.17
83.18,83.18 Autres vergers à hautes tiges
83.1,83.1 Vergers de hautes tiges
83.211,83.211 Vignobles traditionnels
83.212,83.212 Vignobles intensifs
83.21,83.21 Vignobles
83.22,83.22 Vergers de basses tiges
83.2,83.2 Vergers à arbustes
83.3111,"83.3111 Plantations de Sapins, d'Epicéas et de Mélèzes européens"
83.3112,83.3112 Plantations de Pins européens
83.3113,83.3113 Plantations de Cyprès et de Genévriers européens
83.311,83.311 Plantations de conifères indigènes
83.3121,"83.3121 Plantations d'Epicéas, de Sapins exotiques, de Sapin de Douglas et de Cèdres"
83.3122,83.3122 Plantations de Pins exotiques
83.3123,83.3123 Autres plantations de conifères exotiques
83.312,83.312 Plantations de conifères exotiques
83.31,83.31 Plantations de conifères
83.3211,83.3211 Plantations de Peupliers avec une strate herbacée élevée (Mégaphorbiaies)
83.3212,83.3212 Autres plantations de Peupliers
83.321,83.321 Plantations de Peupliers
83.322,83.322 Plantations d'Eucalyptus
83.323,83.323 Plantations de Chênes exotiques
83.324,83.324 Plantations de Robiniers
83.325,83.325 Autres plantations d'arbres feuillus
83.32,83.32 Plantations d'arbres feuillus
83.3,83.3 Plantations
83,"83 Vergers, bosquets et plantations d'arbres"
84.1,84.1 Alignements d'arbres
84.2,84.2 Bordures de haies
84.3,"84.3 Petits bois, bosquets"
84.4,84.4 Bocages
84.5,84.5
84.6,84.6
84,"84 Alignements d'arbres, haies, petits bois, bocage, parcs"
85.11,85.11 Parcelles boisées de parcs
85.12,85.12 Pelouses de parcs
85.13,85.13 Bassins de parcs
85.14,"85.14 Parterre de fleurs, avec arbres et avec bosquets en parc"
85.15,85.15 Communautés sub naturelles des parcs
85.1,85.1 Grands parcs
85.2,85.2 Petits parcs et squares citadins
85.31,85.31 Jardins ornementaux
85.32,85.32 Jardins potagers de subsistance
85.3,85.3 Jardins
85.4,85.4 Espaces internes au centre ville
85,85 Parcs urbains et grands jardins
86.1,86.1 Villes
86.2,86.2 Villages
86.3,86.3 Sites industriels en activité
86.411,"86.411 Carrières de sable, d'argile et de kaolin"
86.412,86.412 Carrières de graviers
86.413,86.413 Carrières de pierres
86.41,86.41 Carrières
86.42,86.42 Terrils crassiers et autres tas de détritus
86.43,"86.43 Voies de chemins de fer, gares de triage et autres espaces ouverts"
86.4,86.4 Sites industriels anciens
86.5,86.5 Serres et constructions agricoles
86.6,86.6 Sites archéologiques
86,"86 Villes, villages et sites industriels"
87.1,87.1 Terrains en friche
87.2,87.2 Zones rudérales
87,87 Terrains en friche et terrains vagues
88,88 Mines et passages souterrains
89.11,89.11 Ports maritimes
89.12,89.12 Salines
89.13,89.13 Autres lagunes industrielles et canaux salins
89.1,89.1 Lagunes industrielles et canaux salins
89.21,89.21 Canaux navigables
89.22,89.22 Fossés et petits canaux
89.23,89.23 Lagunes industrielles et bassins ornementaux
89.24,89.24 Bassins de décantation et stations d'épuration
89.2,89.2 Lagunes industrielles et canaux d'eau douce
89,"89 Lagunes et réservoirs industriels, canaux"
8,8 Terres agricoles et paysages artificiels
9,9 Mare
